case_id,case_type,court,court_hierarchy,state,sector,filing_date,disposal_date,duration_months,claim_amount_lakhs,claimant_lawyer_win_rate,respondent_is_govt,respondent_is_psu,num_prior_adjournments,has_interim_order,represented_by_senior_counsel,favourable_outcome,disposal_category,realisation_pct
SYNTH-00160,Liquidation (IBC),Commercial Court,2,Tamil Nadu,Banking & Finance,2016-07-06,2017-06-01,11,371.12,0.74,0,0,40,1,0,0,Withdrawn,0.42
SYNTH-00161,Labour / Employment,High Court (Appeal),3,Uttar Pradesh,Infrastructure,2013-02-11,2022-08-23,116,320.2,0.38,0,0,36,0,0,0,Dismissed for default,
SYNTH-00162,Money Recovery,Commercial Court,2,Maharashtra,Infrastructure,2016-12-08,2018-11-28,24,1201.25,0.47,0,0,26,0,0,1,Decree in favour of plaintiff,92.75
SYNTH-00163,Appeal (HC),NCLAT,3,Karnataka,Retail,2011-08-31,2012-11-23,15,143.75,0.5,0,0,35,0,1,0,Dismissed for default,
SYNTH-00164,IP Infringement,Consumer Forum (State),2,Gujarat,Energy,2011-03-30,2015-10-05,55,12.84,0.71,0,0,10,1,0,1,Decree in favour of plaintiff,
SYNTH-00165,IP Infringement,NCLT,2,Maharashtra,Energy,2011-10-09,2015-03-22,42,267.1,0.39,0,0,8,0,0,0,Transferred,
SYNTH-00166,Writ (HC),High Court (Original),3,Delhi,Banking & Finance,2013-06-17,2014-08-11,14,9.25,0.34,0,0,21,0,0,1,Settlement / Compromise,
SYNTH-00167,Appeal (HC),District Court,1,Uttar Pradesh,IT / Technology,2015-12-09,2017-05-02,17,36.45,0.61,0,0,40,1,0,0,Withdrawn,
SYNTH-00168,CIRP (IBC),NCLT,2,West Bengal,Telecom,2015-06-30,2018-12-11,42,519.85,0.69,0,0,4,0,1,0,Decree in favour of defendant,1.76
SYNTH-00169,Partition,Consumer Forum (District),1,Gujarat,Energy,2017-08-18,2018-04-15,8,50.23,0.58,0,0,22,0,1,0,Decree in favour of defendant,
SYNTH-00170,Money Recovery,Consumer Forum (State),2,West Bengal,Others,2017-02-27,2019-11-14,33,51.99,0.38,1,0,9,1,0,1,Settlement / Compromise,39.91
SYNTH-00171,Partition,Supreme Court,4,Uttar Pradesh,Telecom,2013-08-01,2019-07-01,72,13.33,0.7,0,0,12,0,0,1,Decree in favour of plaintiff,
SYNTH-00172,Specific Performance,Consumer Forum (District),1,Delhi,IT / Technology,2021-02-26,2022-05-22,15,11.15,0.26,0,0,15,1,0,0,Settlement / Compromise,
SYNTH-00173,Writ (HC),Consumer Forum (District),1,West Bengal,Healthcare,2020-07-22,2022-02-12,19,228.77,0.41,1,0,8,0,0,1,Settlement / Compromise,
SYNTH-00174,Commercial Dispute,District Court,1,Uttar Pradesh,IT / Technology,2011-02-24,2013-07-13,29,116.29,0.56,0,0,4,0,0,1,Settlement / Compromise,
SYNTH-00175,Injunction,Commercial Court,2,Uttar Pradesh,Retail,2012-03-03,2013-08-25,18,16.62,0.47,0,0,23,0,1,0,Decree in favour of defendant,
SYNTH-00176,Civil Suit,Consumer Forum (State),2,Uttar Pradesh,Infrastructure,2011-01-07,2013-02-25,26,11.56,0.27,0,0,33,0,0,0,Decree in favour of defendant,
SYNTH-00177,Writ (HC),NCLAT,3,Uttar Pradesh,Energy,2017-02-22,2018-03-19,13,9.05,0.34,0,0,19,0,0,0,Settlement / Compromise,
SYNTH-00178,Consumer Dispute,Consumer Forum (District),1,Delhi,Others,2016-09-21,2021-01-28,53,57.56,0.51,1,0,7,0,0,1,Decree in favour of plaintiff,
SYNTH-00179,Specific Performance,Consumer Forum (District),1,West Bengal,Infrastructure,2015-02-08,2016-04-03,14,75.26,0.65,0,0,40,0,0,0,Decree in favour of defendant,
SYNTH-00180,Civil Suit,High Court (Appeal),3,Punjab,Telecom,2012-06-19,2015-09-02,39,39.19,0.35,0,0,26,0,0,0,Dismissed for default,
SYNTH-00181,Consumer Dispute,District Court,1,Karnataka,Telecom,2013-02-05,2018-06-09,65,170.08,0.54,0,0,30,0,0,0,Withdrawn,
SYNTH-00182,Arbitration,Consumer Forum (State),2,Tamil Nadu,IT / Technology,2017-12-12,2019-09-03,21,23.02,0.62,0,0,16,0,1,1,Decree in favour of plaintiff,
SYNTH-00183,Specific Performance,Consumer Forum (State),2,Rajasthan,Healthcare,2015-01-17,2017-01-06,24,1.73,0.77,0,0,13,0,0,1,Settlement / Compromise,
SYNTH-00184,Labour / Employment,Consumer Forum (State),2,Karnataka,IT / Technology,2016-02-19,2017-03-15,13,424.25,0.41,0,0,25,0,0,1,Decree in favour of plaintiff,
SYNTH-00185,Specific Performance,District Court,1,Telangana,Energy,2011-10-10,2020-09-22,109,37.58,0.44,0,0,30,1,0,0,Transferred,
SYNTH-00186,Injunction,NCLT,2,Maharashtra,Retail,2012-06-13,2015-09-26,40,87.08,0.59,0,0,33,1,0,1,Settlement / Compromise,
SYNTH-00187,Consumer Dispute,NCLAT,3,Rajasthan,Telecom,2020-08-05,2027-05-31,83,292.76,0.31,0,1,35,0,1,0,Settlement / Compromise,
SYNTH-00188,Labour / Employment,High Court (Appeal),3,Delhi,Infrastructure,2016-06-11,2019-08-25,39,13.02,0.43,0,0,5,0,0,0,Transferred,
SYNTH-00189,IP Infringement,Supreme Court,4,Telangana,Real Estate,2013-12-11,2016-01-30,26,74.08,0.76,1,0,31,1,0,0,Withdrawn,
SYNTH-00190,Specific Performance,District Court,1,Karnataka,Energy,2012-05-29,2015-01-14,32,6.47,0.76,0,0,34,0,0,1,Decree in favour of plaintiff,
SYNTH-00191,Specific Performance,Consumer Forum (District),1,Gujarat,IT / Technology,2014-04-29,2015-06-23,14,10.78,0.69,0,0,16,0,1,1,Decree in favour of plaintiff,
SYNTH-00192,Injunction,High Court (Appeal),3,Gujarat,Manufacturing,2019-02-04,2027-01-23,97,204.89,0.7,0,1,6,1,1,1,Decree in favour of plaintiff,
SYNTH-00193,Specific Performance,District Court,1,Telangana,Healthcare,2018-08-09,2022-06-19,47,502.66,0.38,0,0,19,0,0,0,Decree in favour of defendant,
SYNTH-00194,Civil Suit,High Court (Appeal),3,Telangana,Healthcare,2012-08-26,2016-03-08,43,15.0,0.51,0,0,19,0,0,1,Settlement / Compromise,
SYNTH-00195,Partition,High Court (Appeal),3,Rajasthan,Energy,2012-12-30,2020-04-22,89,122.53,0.51,0,0,23,0,0,1,Decree in favour of plaintiff,
SYNTH-00196,Labour / Employment,High Court (Appeal),3,Maharashtra,Others,2015-07-21,2017-08-09,25,41.04,0.62,0,0,33,0,0,1,Settlement / Compromise,
SYNTH-00197,Civil Suit,Commercial Court,2,Punjab,Telecom,2021-05-03,2022-07-27,15,6.86,0.36,0,0,33,0,0,0,Decree in favour of defendant,
SYNTH-00198,Liquidation (IBC),Commercial Court,2,Telangana,Real Estate,2019-12-29,2023-02-11,38,957.31,0.69,0,0,29,0,0,1,Decree in favour of plaintiff,16.31
SYNTH-00199,Specific Performance,Supreme Court,4,Delhi,Banking & Finance,2010-01-25,2013-08-07,43,26.29,0.66,0,1,22,0,0,0,Withdrawn,
SYNTH-00200,Civil Suit,Consumer Forum (District),1,Rajasthan,Retail,2016-06-09,2017-08-03,14,14.94,0.47,0,0,26,0,0,0,Dismissed for default,
SYNTH-00201,Money Recovery,Supreme Court,4,Tamil Nadu,Real Estate,2012-12-25,2017-12-29,61,15.7,0.61,0,0,34,0,1,0,Settlement / Compromise,4.08
SYNTH-00202,Specific Performance,District Court,1,Telangana,Manufacturing,2020-05-20,2024-02-29,46,22.99,0.62,0,0,14,1,0,1,Decree in favour of plaintiff,
SYNTH-00203,Civil Suit,Commercial Court,2,Delhi,Telecom,2019-05-28,2022-04-12,35,115.74,0.59,0,0,15,1,1,0,Settlement / Compromise,
SYNTH-00204,Partition,District Court,1,Tamil Nadu,Others,2010-12-29,2013-05-17,29,63.37,0.47,0,0,3,1,0,0,Withdrawn,
SYNTH-00205,Writ (HC),NCLAT,3,Delhi,Energy,2017-03-11,2019-04-30,26,4.46,0.38,0,0,33,1,0,0,Decree in favour of defendant,
SYNTH-00206,Appeal (HC),High Court (Original),3,West Bengal,Retail,2019-08-01,2023-06-11,47,20.21,0.56,1,0,24,0,0,0,Transferred,
SYNTH-00207,Specific Performance,High Court (Original),3,Rajasthan,Real Estate,2018-06-11,2022-04-21,47,17.38,0.35,0,0,14,1,0,1,Settlement / Compromise,
SYNTH-00208,Commercial Dispute,Consumer Forum (State),2,Rajasthan,Healthcare,2019-05-06,2020-03-31,11,4.75,0.56,1,0,13,1,1,0,Settlement / Compromise,
SYNTH-00209,Liquidation (IBC),Commercial Court,2,Punjab,Energy,2014-04-10,2016-03-30,24,80.61,0.28,0,0,2,0,1,0,Settlement / Compromise,2.02
SYNTH-00210,CIRP (IBC),High Court (Appeal),3,Maharashtra,Telecom,2014-09-08,2017-12-21,40,8.88,0.73,0,0,0,1,1,1,Settlement / Compromise,25.53
SYNTH-00211,Consumer Dispute,High Court (Appeal),3,Gujarat,IT / Technology,2014-08-03,2020-04-03,69,22.98,0.47,0,0,18,0,0,1,Settlement / Compromise,
SYNTH-00212,Arbitration,NCLT,2,Tamil Nadu,Healthcare,2021-07-02,2025-03-13,45,10.03,0.74,0,0,30,0,0,1,Decree in favour of plaintiff,
SYNTH-00213,Commercial Dispute,NCLAT,3,West Bengal,IT / Technology,2011-01-10,2012-11-30,23,474.54,0.56,0,0,16,0,0,0,Dismissed on merits,
SYNTH-00214,Partition,High Court (Original),3,Telangana,Telecom,2017-05-26,2018-03-22,10,16.52,0.38,0,0,35,0,0,0,Transferred,
SYNTH-00215,CIRP (IBC),Consumer Forum (District),1,Uttar Pradesh,Real Estate,2013-10-10,2015-11-29,26,40.26,0.65,0,0,34,0,0,1,Decree in favour of plaintiff,42.98
SYNTH-00216,Civil Suit,Consumer Forum (State),2,Maharashtra,Infrastructure,2011-09-01,2014-01-18,29,43.23,0.77,0,0,26,1,0,0,Settlement / Compromise,
SYNTH-00217,Partition,District Court,1,Delhi,Real Estate,2021-05-05,2028-05-28,86,79.97,0.5,1,0,39,0,0,0,Dismissed on merits,
SYNTH-00218,Liquidation (IBC),Consumer Forum (State),2,West Bengal,Infrastructure,2019-03-24,2021-12-08,33,29.44,0.26,0,0,18,1,0,0,Dismissed for default,1.02
SYNTH-00219,Money Recovery,Commercial Court,2,Gujarat,Retail,2021-10-05,2023-05-28,20,84.32,0.33,0,0,22,1,0,1,Decree in favour of plaintiff,88.12
SYNTH-00220,Writ (HC),Consumer Forum (District),1,Delhi,Banking & Finance,2015-06-16,2018-01-31,32,2.57,0.79,0,0,5,0,0,0,Transferred,
SYNTH-00221,Commercial Dispute,Supreme Court,4,Gujarat,Others,2018-06-17,2021-06-01,36,3.3,0.55,1,1,10,1,0,0,Withdrawn,
SYNTH-00222,Liquidation (IBC),Commercial Court,2,Maharashtra,IT / Technology,2010-12-15,2012-08-06,20,56.13,0.38,0,0,36,0,1,1,Settlement / Compromise,50.87
SYNTH-00223,Writ (HC),Consumer Forum (State),2,West Bengal,Banking & Finance,2010-09-27,2014-03-10,42,77.74,0.35,0,1,13,0,0,1,Settlement / Compromise,
SYNTH-00224,Injunction,NCLT,2,Karnataka,Banking & Finance,2015-05-24,2019-01-03,44,5.94,0.56,0,0,34,1,0,1,Decree in favour of plaintiff,
SYNTH-00225,Consumer Dispute,Consumer Forum (State),2,Punjab,Retail,2017-10-04,2021-10-13,49,90.72,0.28,0,0,21,0,0,0,Withdrawn,
SYNTH-00226,Civil Suit,NCLAT,3,Punjab,Retail,2016-02-18,2017-04-13,14,141.06,0.68,0,0,35,0,0,1,Settlement / Compromise,
SYNTH-00227,Labour / Employment,Commercial Court,2,Karnataka,Retail,2016-08-16,2022-09-14,74,71.72,0.69,0,1,9,0,0,1,Decree in favour of plaintiff,
SYNTH-00228,Arbitration,NCLAT,3,West Bengal,Telecom,2012-05-22,2014-01-12,20,27.41,0.3,0,0,17,1,1,0,Transferred,
SYNTH-00229,Liquidation (IBC),Consumer Forum (State),2,West Bengal,Real Estate,2021-06-29,2022-12-21,18,189.71,0.47,1,0,5,0,0,0,Withdrawn,0.22
SYNTH-00230,Commercial Dispute,NCLT,2,West Bengal,Infrastructure,2018-09-12,2021-10-26,38,90.06,0.68,0,0,15,0,1,0,Dismissed for default,
SYNTH-00231,Specific Performance,High Court (Original),3,Maharashtra,Healthcare,2016-10-02,2021-09-06,60,25.41,0.4,1,0,17,0,0,0,Dismissed for default,
SYNTH-00232,Partition,NCLT,2,Punjab,Retail,2021-02-13,2023-04-04,26,12.58,0.58,0,0,19,1,0,0,Decree in favour of defendant,
SYNTH-00233,CIRP (IBC),NCLAT,3,Tamil Nadu,Telecom,2017-07-05,2018-08-29,14,96.15,0.49,0,0,38,1,0,0,Decree in favour of defendant,0.64
SYNTH-00234,Injunction,NCLAT,3,Gujarat,Retail,2018-12-07,2021-04-25,29,101.51,0.78,0,0,31,0,0,1,Decree in favour of plaintiff,
SYNTH-00235,IP Infringement,NCLT,2,Delhi,Telecom,2018-10-24,2025-01-20,76,17.1,0.45,0,0,34,1,0,1,Decree in favour of plaintiff,
SYNTH-00236,CIRP (IBC),High Court (Appeal),3,Telangana,Manufacturing,2016-07-14,2018-05-05,22,3.79,0.71,1,0,26,0,1,1,Decree in favour of plaintiff,45.94
SYNTH-00237,Appeal (HC),NCLT,2,Uttar Pradesh,Retail,2013-06-16,2022-08-28,112,64.33,0.64,0,1,38,0,0,1,Settlement / Compromise,
SYNTH-00238,Civil Suit,Consumer Forum (State),2,Gujarat,Infrastructure,2018-01-24,2021-05-08,40,112.34,0.64,0,0,5,1,0,0,Withdrawn,
SYNTH-00239,Writ (HC),District Court,1,Uttar Pradesh,Energy,2018-12-18,2023-04-26,53,16.68,0.78,0,0,6,1,0,0,Dismissed for default,
SYNTH-00240,Writ (HC),Consumer Forum (State),2,Delhi,Telecom,2014-12-16,2017-10-31,35,918.77,0.5,0,0,37,0,1,1,Settlement / Compromise,
SYNTH-00241,Specific Performance,Commercial Court,2,Tamil Nadu,Energy,2019-05-01,2023-03-11,47,595.73,0.76,1,0,9,1,0,1,Decree in favour of plaintiff,
SYNTH-00242,Arbitration,Consumer Forum (District),1,Maharashtra,Real Estate,2020-09-05,2021-11-29,15,12.37,0.3,0,0,4,1,0,0,Dismissed on merits,
SYNTH-00243,Appeal (HC),NCLAT,3,Gujarat,Energy,2012-06-14,2013-10-07,16,59.36,0.62,0,0,15,0,0,0,Settlement / Compromise,
SYNTH-00244,CIRP (IBC),Supreme Court,4,Tamil Nadu,Telecom,2015-03-15,2023-08-30,103,4.31,0.69,0,0,27,0,0,0,Transferred,0.11
SYNTH-00245,Commercial Dispute,Supreme Court,4,Uttar Pradesh,Infrastructure,2010-02-06,2013-01-21,36,4.56,0.64,0,0,4,0,0,0,Settlement / Compromise,
SYNTH-00246,Arbitration,NCLAT,3,West Bengal,Others,2014-06-03,2016-08-21,27,60.95,0.5,0,0,33,0,0,1,Decree in favour of plaintiff,
SYNTH-00247,Writ (HC),Supreme Court,4,Karnataka,Healthcare,2012-07-24,2015-02-09,31,7.83,0.44,0,0,19,0,0,0,Transferred,
SYNTH-00248,Partition,Commercial Court,2,West Bengal,Retail,2016-11-06,2018-06-29,20,667.5,0.31,0,0,24,0,1,0,Decree in favour of defendant,
SYNTH-00249,CIRP (IBC),High Court (Original),3,Gujarat,Real Estate,2013-11-20,2016-06-07,31,5.73,0.56,0,0,20,0,0,0,Decree in favour of defendant,0.6
SYNTH-00250,Injunction,Consumer Forum (District),1,Rajasthan,Telecom,2014-05-18,2015-03-14,10,38.61,0.7,0,0,31,0,0,0,Settlement / Compromise,
SYNTH-00251,Money Recovery,High Court (Original),3,Rajasthan,Others,2010-09-10,2014-10-19,50,874.31,0.69,0,1,14,0,1,1,Settlement / Compromise,90.51
SYNTH-00252,Liquidation (IBC),Consumer Forum (District),1,Rajasthan,Energy,2021-06-16,2023-07-06,25,36.48,0.31,1,0,23,0,0,1,Decree in favour of plaintiff,21.13
SYNTH-00253,Commercial Dispute,High Court (Appeal),3,Maharashtra,Telecom,2012-04-18,2015-12-29,45,55.75,0.65,0,0,2,0,0,1,Settlement / Compromise,
SYNTH-00254,Labour / Employment,Commercial Court,2,Karnataka,Manufacturing,2015-04-26,2017-03-16,23,73.49,0.37,0,0,39,0,1,0,Settlement / Compromise,
SYNTH-00255,Labour / Employment,High Court (Appeal),3,Telangana,Others,2011-05-02,2014-07-15,39,23.09,0.56,0,0,10,1,0,0,Withdrawn,
SYNTH-00256,IP Infringement,NCLT,2,Karnataka,Infrastructure,2021-07-16,2023-05-07,22,51.98,0.79,0,1,26,0,0,1,Decree in favour of plaintiff,
SYNTH-00257,Injunction,High Court (Appeal),3,West Bengal,Retail,2017-03-23,2019-11-08,32,18.74,0.71,0,0,31,1,0,1,Settlement / Compromise,
SYNTH-00258,Money Recovery,Consumer Forum (District),1,Punjab,Real Estate,2012-02-02,2013-10-24,21,37.25,0.47,0,0,23,0,0,0,Withdrawn,3.33
SYNTH-00259,Consumer Dispute,Commercial Court,2,Tamil Nadu,Telecom,2020-04-13,2023-11-24,44,2.43,0.6,0,0,34,0,0,0,Decree in favour of defendant,
SYNTH-00260,Arbitration,NCLT,2,Delhi,Real Estate,2016-05-12,2018-06-01,25,31.28,0.44,0,0,31,0,0,0,Withdrawn,
SYNTH-00261,Appeal (HC),Commercial Court,2,Tamil Nadu,Infrastructure,2020-04-22,2021-03-18,11,17.0,0.26,0,0,29,1,0,1,Decree in favour of plaintiff,
SYNTH-00262,Injunction,NCLT,2,Tamil Nadu,Retail,2016-02-23,2017-07-17,17,756.28,0.3,0,1,10,1,0,0,Decree in favour of defendant,
SYNTH-00263,Consumer Dispute,Commercial Court,2,Delhi,Healthcare,2012-02-19,2015-04-04,38,367.72,0.25,0,0,14,0,0,1,Settlement / Compromise,
SYNTH-00264,IP Infringement,Commercial Court,2,Gujarat,Healthcare,2019-06-22,2022-04-07,34,10.04,0.63,0,0,5,0,1,0,Decree in favour of defendant,
SYNTH-00265,Injunction,NCLT,2,Punjab,Infrastructure,2018-08-02,2020-06-22,23,113.76,0.68,0,0,9,1,0,1,Settlement / Compromise,
SYNTH-00266,Arbitration,Consumer Forum (District),1,Maharashtra,Infrastructure,2014-10-12,2015-08-08,10,159.09,0.6,0,0,28,0,1,1,Settlement / Compromise,
SYNTH-00267,Writ (HC),Commercial Court,2,Uttar Pradesh,Others,2018-08-12,2020-05-03,21,31.12,0.44,0,0,15,1,1,0,Withdrawn,
SYNTH-00268,Labour / Employment,NCLT,2,West Bengal,IT / Technology,2010-08-08,2014-01-19,42,106.31,0.72,0,0,33,0,1,0,Transferred,
SYNTH-00269,Labour / Employment,District Court,1,Delhi,Healthcare,2015-05-15,2018-08-27,40,310.75,0.52,1,0,38,1,0,1,Settlement / Compromise,
SYNTH-00270,Injunction,NCLAT,3,Maharashtra,Real Estate,2018-09-04,2019-07-01,10,137.54,0.72,0,0,11,0,0,1,Settlement / Compromise,
SYNTH-00271,Civil Suit,Commercial Court,2,Uttar Pradesh,Retail,2015-11-18,2018-07-05,32,34.32,0.37,0,0,25,0,0,1,Settlement / Compromise,
SYNTH-00272,Consumer Dispute,Supreme Court,4,Tamil Nadu,Infrastructure,2019-01-09,2024-10-09,70,8.36,0.3,0,0,17,1,1,1,Decree in favour of plaintiff,
SYNTH-00273,Arbitration,Consumer Forum (State),2,Tamil Nadu,Real Estate,2018-10-06,2022-05-18,44,41.37,0.57,0,0,4,1,0,1,Decree in favour of plaintiff,
SYNTH-00274,Money Recovery,High Court (Appeal),3,Delhi,Infrastructure,2019-09-30,2022-05-17,32,263.36,0.31,0,1,11,1,0,0,Withdrawn,1.57
SYNTH-00275,Arbitration,Consumer Forum (District),1,Telangana,Banking & Finance,2021-09-24,2022-05-22,8,8.0,0.53,0,0,23,1,0,1,Decree in favour of plaintiff,
SYNTH-00276,Arbitration,District Court,1,Uttar Pradesh,Healthcare,2019-08-19,2029-01-28,115,2.4,0.4,1,0,36,0,0,1,Decree in favour of plaintiff,
SYNTH-00277,CIRP (IBC),District Court,1,Uttar Pradesh,Real Estate,2013-09-29,2022-12-11,112,74.93,0.45,0,0,36,0,1,0,Dismissed for default,4.39
SYNTH-00278,IP Infringement,District Court,1,Delhi,Energy,2010-04-11,2014-02-19,47,285.7,0.38,0,0,9,1,0,0,Withdrawn,
SYNTH-00279,Partition,Supreme Court,4,Delhi,Infrastructure,2017-03-21,2022-05-24,63,68.41,0.39,0,0,4,0,1,0,Transferred,
SYNTH-00280,Labour / Employment,High Court (Appeal),3,Telangana,Healthcare,2021-07-27,2024-06-11,35,50.13,0.79,0,1,29,0,0,1,Settlement / Compromise,
SYNTH-00281,Liquidation (IBC),Commercial Court,2,Gujarat,Others,2020-03-30,2022-06-18,27,4.2,0.25,0,0,19,0,0,0,Dismissed on merits,4.18
SYNTH-00282,Labour / Employment,Consumer Forum (District),1,Tamil Nadu,Energy,2014-05-20,2015-09-12,16,56.13,0.65,0,0,9,1,0,0,Transferred,
SYNTH-00283,Appeal (HC),NCLAT,3,Tamil Nadu,Retail,2010-03-20,2011-12-10,21,24.3,0.77,1,0,19,1,0,1,Decree in favour of plaintiff,
SYNTH-00284,Civil Suit,Consumer Forum (District),1,Rajasthan,Banking & Finance,2013-03-12,2014-04-06,13,73.24,0.64,1,0,33,0,0,1,Settlement / Compromise,
SYNTH-00285,Liquidation (IBC),Commercial Court,2,Tamil Nadu,IT / Technology,2012-12-29,2014-02-22,14,100.72,0.6,0,0,3,0,0,1,Decree in favour of plaintiff,17.77
SYNTH-00286,IP Infringement,NCLT,2,Maharashtra,Manufacturing,2017-01-24,2020-04-08,39,80.16,0.76,0,0,20,1,0,1,Decree in favour of plaintiff,
SYNTH-00287,Labour / Employment,High Court (Original),3,Tamil Nadu,Telecom,2012-06-11,2017-03-17,58,663.95,0.34,0,0,26,1,0,0,Withdrawn,
SYNTH-00288,CIRP (IBC),NCLT,2,Delhi,Manufacturing,2015-12-11,2019-12-20,49,3.45,0.72,1,0,19,0,0,1,Settlement / Compromise,21.38
SYNTH-00289,Injunction,NCLAT,3,Karnataka,Real Estate,2012-01-18,2013-08-10,19,21.82,0.64,0,0,3,0,0,1,Decree in favour of plaintiff,
SYNTH-00290,IP Infringement,Supreme Court,4,Delhi,Real Estate,2020-02-22,2022-07-11,29,13.67,0.56,0,1,6,0,1,0,Transferred,
SYNTH-00291,Injunction,High Court (Appeal),3,Maharashtra,Real Estate,2014-06-12,2016-03-03,21,12.63,0.7,0,0,5,0,0,1,Decree in favour of plaintiff,
SYNTH-00292,Partition,Commercial Court,2,Delhi,Infrastructure,2019-12-12,2023-03-26,40,13.14,0.7,1,0,21,1,0,1,Settlement / Compromise,
SYNTH-00293,IP Infringement,Supreme Court,4,Telangana,Telecom,2018-11-10,2037-03-05,223,114.43,0.52,0,0,22,1,1,0,Dismissed on merits,
SYNTH-00294,Civil Suit,High Court (Original),3,Karnataka,Retail,2015-07-07,2018-09-19,39,15.07,0.61,0,0,30,1,0,1,Settlement / Compromise,
SYNTH-00295,Appeal (HC),High Court (Appeal),3,Gujarat,Telecom,2021-10-17,2026-08-22,59,23.02,0.39,0,0,1,0,0,1,Settlement / Compromise,
SYNTH-00296,Labour / Employment,Consumer Forum (State),2,Tamil Nadu,Real Estate,2020-11-14,2023-04-03,29,2540.53,0.44,0,0,17,1,0,1,Decree in favour of plaintiff,
SYNTH-00297,Civil Suit,NCLT,2,Telangana,Energy,2020-07-31,2022-11-18,28,306.1,0.54,0,0,10,1,0,1,Settlement / Compromise,
SYNTH-00298,Labour / Employment,District Court,1,Gujarat,Others,2014-12-03,2017-08-19,33,51.81,0.57,0,0,11,1,0,1,Settlement / Compromise,
SYNTH-00299,Consumer Dispute,District Court,1,Rajasthan,Energy,2017-11-20,2027-06-01,116,21.32,0.77,0,0,12,0,0,1,Decree in favour of plaintiff,
SYNTH-00300,Injunction,NCLT,2,Punjab,Manufacturing,2020-12-31,2027-01-29,74,157.85,0.27,1,0,1,0,1,1,Decree in favour of plaintiff,
SYNTH-00301,Arbitration,High Court (Original),3,Karnataka,Banking & Finance,2013-12-24,2016-03-13,27,140.98,0.76,0,0,1,1,0,1,Decree in favour of plaintiff,
SYNTH-00302,IP Infringement,Consumer Forum (State),2,Gujarat,Infrastructure,2018-03-09,2021-11-18,45,138.76,0.78,0,0,25,0,0,1,Decree in favour of plaintiff,
SYNTH-00303,Consumer Dispute,High Court (Original),3,Punjab,Healthcare,2019-10-19,2021-02-10,16,18.34,0.69,0,0,11,0,0,0,Dismissed for default,
SYNTH-00304,Appeal (HC),High Court (Appeal),3,Punjab,Retail,2013-12-07,2016-12-21,37,48.83,0.46,0,0,11,0,0,1,Settlement / Compromise,
SYNTH-00305,Injunction,District Court,1,Gujarat,Banking & Finance,2017-02-19,2022-06-23,65,71.28,0.76,0,0,36,1,0,1,Settlement / Compromise,
SYNTH-00306,Arbitration,High Court (Appeal),3,Delhi,IT / Technology,2017-03-02,2018-11-22,21,96.57,0.34,0,1,40,0,0,0,Dismissed on merits,
SYNTH-00307,Partition,High Court (Appeal),3,Karnataka,Retail,2011-07-10,2016-02-14,56,126.43,0.44,0,0,3,0,0,0,Settlement / Compromise,
SYNTH-00308,Commercial Dispute,Consumer Forum (District),1,Karnataka,Telecom,2017-11-17,2020-09-02,34,190.73,0.55,1,0,36,0,0,1,Decree in favour of plaintiff,
SYNTH-00309,Labour / Employment,Commercial Court,2,Karnataka,Banking & Finance,2010-10-01,2013-03-19,30,49.14,0.41,0,0,4,1,0,1,Settlement / Compromise,
SYNTH-00310,Money Recovery,Consumer Forum (State),2,Punjab,Retail,2017-07-31,2018-07-26,12,104.0,0.58,0,0,1,0,0,1,Settlement / Compromise,60.39
SYNTH-00311,Civil Suit,High Court (Original),3,Telangana,IT / Technology,2012-04-09,2015-05-24,38,10.79,0.43,0,0,35,0,0,0,Decree in favour of defendant,
SYNTH-00312,Partition,NCLT,2,Maharashtra,IT / Technology,2012-02-25,2016-04-04,50,51.45,0.28,0,0,9,1,1,0,Dismissed for default,
SYNTH-00313,Partition,Consumer Forum (District),1,West Bengal,Telecom,2012-03-05,2014-06-23,28,56.97,0.26,0,0,5,0,1,1,Settlement / Compromise,
SYNTH-00314,Appeal (HC),Consumer Forum (District),1,Telangana,Telecom,2015-12-11,2017-08-02,20,223.06,0.3,0,0,24,0,0,1,Decree in favour of plaintiff,
SYNTH-00315,Specific Performance,Consumer Forum (District),1,Uttar Pradesh,Retail,2015-01-28,2016-04-22,15,63.07,0.71,0,0,6,1,0,1,Settlement / Compromise,
SYNTH-00316,Liquidation (IBC),High Court (Appeal),3,Punjab,Manufacturing,2011-05-15,2014-01-29,33,28.45,0.71,0,0,34,0,0,1,Decree in favour of plaintiff,39.97
SYNTH-00317,Specific Performance,Consumer Forum (District),1,Punjab,Infrastructure,2011-10-09,2014-10-23,37,41.25,0.47,0,1,36,0,0,1,Settlement / Compromise,
